time,x,y,z,gx,gy,gz,barometer
0.092,0.34,-0.55,0.74,-0.11,0.02,-0.08,1007.47
0.168,0.34,-0.56,0.74,-0.02,-0.03,0.02,1007.39
0.278,0.33,-0.56,0.74,-0.04,-0.02,-0.02,1007.45
0.369,0.34,-0.56,0.75,0.03,-0.01,-0.01,1007.47
0.443,0.34,-0.56,0.74,0.02,0.00,-0.02,1007.38
0.524,0.35,-0.56,0.74,0.03,-0.00,-0.04,1007.42
0.617,0.33,-0.55,0.74,-0.02,-0.02,-0.01,1007.33
0.725,0.32,-0.57,0.75,0.01,0.03,0.00,1007.42
0.817,0.33,-0.57,0.75,-0.02,0.10,0.03,1007.38
0.901,0.34,-0.54,0.74,-0.04,0.02,0.00,1007.45
1.003,0.35,-0.57,0.78,-0.09,-0.00,0.01,1007.42
1.096,0.32,-0.56,0.70,0.13,0.26,-0.02,1007.49
1.183,0.32,-0.56,0.70,0.07,-0.28,-0.01,1007.48
1.273,0.34,-0.55,0.67,0.05,-1.67,0.87,1007.53
1.361,0.57,-0.57,0.59,-0.61,-2.26,-0.98,1007.37
1.466,0.57,-0.57,0.59,-1.51,-0.62,-0.56,1007.37
1.567,0.71,-0.60,0.55,0.17,0.45,-0.50,1007.49
1.659,0.63,-0.53,0.51,-0.68,0.19,-0.37,1007.38
1.704,0.83,-0.76,0.61,-0.60,1.32,0.42,1007.27
1.773,0.53,-0.51,0.52,0.08,2.20,0.49,1007.44
1.904,0.24,-0.53,0.74,-0.47,1.03,0.53,1007.37
2.095,0.24,-0.53,0.74,-0.47,1.03,0.53,1007.35
2.095,0.24,-0.53,0.74,-0.47,1.03,0.53,1007.35
2.197,0.04,-0.53,0.58,-0.60,-3.14,0.18,1007.38
2.271,0.67,-0.78,0.58,-0.68,-2.62,-0.42,1007.25
2.364,0.49,-0.56,0.56,-1.41,-0.94,-1.19,1007.35
2.455,0.70,-0.62,0.50,-0.68,-1.39,-0.36,1007.34
2.543,0.78,-0.55,0.50,-0.24,-0.31,0.22,1007.42
2.668,0.75,-0.53,0.48,-0.11,0.29,-0.33,1007.40
2.704,0.80,-0.75,0.62,-0.52,3.02,1.43,1007.42
2.819,0.26,-0.55,0.60,0.09,0.88,0.61,1007.35
2.902,0.30,-0.59,0.71,-0.00,0.79,0.51,1007.43
2.988,0.23,-0.62,0.69,-0.13,0.37,0.15,1007.51
3.092,0.23,-0.62,0.69,-0.08,-0.84,-0.41,1007.39
3.181,0.40,-0.73,0.63,-0.42,0.69,1.66,1007.47
3.264,0.51,-0.51,0.58,-0.55,-0.40,-0.69,1007.51
3.385,0.50,-0.56,0.55,-0.37,-1.72,-0.70,1007.49
3.418,0.67,-0.58,0.50,0.05,-0.78,0.26,1007.44
3.552,0.76,-0.56,0.49,0.30,0.07,-0.12,1007.40
3.617,0.74,-0.57,0.48,-0.17,0.02,0.02,1007.50
3.737,0.81,-0.66,0.63,0.24,3.39,1.59,1007.50
3.825,0.57,-0.51,0.51,-0.38,1.46,0.54,1007.43
3.904,0.15,-0.49,0.69,1.45,1.87,0.41,1007.48
3.997,0.11,-0.55,0.72,0.08,0.82,0.36,1007.54
4.101,0.08,-0.58,0.77,-0.19,-0.12,0.02,1007.52
4.154,-0.07,-0.43,0.68,0.08,-2.48,-1.96,1007.41
4.154,-0.07,-0.43,0.68,0.08,-2.48,-1.96,1007.41
4.477,0.05,-0.45,0.69,0.08,-2.48,-1.96,1007.41
4.477,0.05,-0.45,0.69,0.08,-2.48,-1.96,1007.41
4.536,0.75,-0.58,0.52,-0.65,-0.78,-0.03,1007.35
