time,x,y,z,gx,gy,gz,barometer
0.111,0.23,-0.43,0.84,0.27,-0.04,-0.03,1007.40
0.181,0.23,-0.43,0.84,0.02,-0.01,0.00,1007.40
0.3,0.24,-0.42,0.85,0.00,-0.03,-0.01,1007.40
0.426,0.23,-0.42,0.85,0.01,0.01,-0.00,1007.53
0.539,0.23,-0.42,0.84,-0.00,-0.02,-0.01,1007.44
0.57,0.24,-0.41,0.83,0.03,-0.01,-0.02,1007.44
0.669,0.23,-0.41,0.84,-0.02,-0.01,-0.01,1007.25
0.775,0.23,-0.42,0.84,0.01,0.01,0.00,1007.37
0.897,0.22,-0.42,0.85,0.04,-0.01,0.01,1007.46
1.019,0.17,-0.43,0.88,0.02,0.16,0.06,1007.33
1.128,0.17,-0.48,0.91,-0.02,0.20,0.13,1007.33
1.234,0.16,-0.48,0.84,-0.02,0.34,0.21,1007.33
1.312,0.20,-0.50,0.85,-0.01,0.33,0.33,1007.58
1.435,0.19,-0.45,0.87,-0.10,0.16,0.06,1007.46
1.511,0.14,-0.39,0.84,-0.18,0.02,0.08,1007.37
1.6,0.10,-0.38,0.81,0.16,0.00,0.08,1007.43
1.759,0.08,-0.46,0.80,0.07,-0.12,0.32,1007.43
1.823,0.08,-0.50,0.84,-0.14,-0.03,0.28,1007.43
1.926,0.13,-0.46,0.89,-0.21,-0.03,0.20,1007.31
1.999,0.14,-0.47,0.89,0.01,-0.06,-0.14,1007.40
2.114,0.05,-0.40,0.83,-0.05,0.03,-0.19,1007.31
2.167,0.06,-0.40,0.84,0.07,0.20,-0.27,1007.42
2.291,0.09,-0.57,0.78,0.21,0.09,-0.25,1007.36
2.391,0.09,-0.56,0.79,-0.28,-0.43,0.15,1007.38
2.496,0.12,-0.52,0.90,-0.18,-0.05,0.08,1007.36
2.563,0.10,-0.49,0.92,-0.01,0.25,0.35,1007.37
2.666,0.13,-0.43,0.96,-0.08,0.39,-0.29,1007.35
2.769,-0.01,-0.37,0.71,0.81,0.03,-1.19,1007.41
2.941,0.25,-0.52,0.59,0.84,-1.80,-1.58,1007.50
2.981,0.58,-0.57,0.67,-0.20,-3.74,0.71,1007.52
3.093,0.81,-0.72,0.69,-0.61,-1.63,1.10,1007.45
3.19,0.63,-0.80,0.82,-1.15,1.38,1.96,1007.50
