time,x,y,z,gx,gy,gz,barometer
0.099,0.46,-0.54,0.68,0.01,-0.04,-0.01,1007.43
0.212,0.44,-0.51,0.73,-0.03,-0.00,0.02,1007.58
0.313,0.45,-0.53,0.71,0.04,-0.02,-0.01,1007.37
0.409,0.44,-0.53,0.71,0.03,-0.04,0.02,1007.45
0.513,0.45,-0.52,0.71,0.05,-0.04,-0.03,1007.44
0.593,0.44,-0.53,0.71,0.04,-0.01,-0.03,1007.52
0.712,0.43,-0.52,0.71,-0.01,-0.01,-0.02,1007.45
0.799,0.44,-0.52,0.71,0.06,0.02,-0.03,1007.44
0.893,0.47,-0.54,0.71,-0.01,-0.08,0.14,1007.51
1.009,0.41,-0.57,0.67,-0.05,-0.93,1.02,1007.39
1.11,0.45,-0.57,0.62,-0.04,-1.34,0.50,1007.38
1.195,0.49,-0.60,0.58,-0.07,-1.99,0.21,1007.46
1.3,0.85,-0.55,0.37,0.27,-2.98,-0.94,1007.37
1.403,1.00,-0.66,0.36,-0.89,-1.52,-1.27,1007.48
1.49,0.76,-0.44,0.44,0.88,3.54,-2.03,1007.55
1.625,0.71,-0.43,0.48,-1.17,1.56,-1.86,1007.48
1.714,0.72,-0.30,0.65,0.28,3.51,0.15,1007.56
1.789,0.48,-0.34,0.73,-0.71,0.97,1.28,1007.45
1.816,0.44,-0.32,0.77,-0.71,0.97,1.28,1007.45
2.071,0.44,-0.32,0.77,-0.09,0.74,1.65,1007.45
2.096,0.34,-0.51,0.73,-0.88,-2.56,1.93,1007.58
2.188,0.37,-0.49,0.62,-0.38,-1.10,-0.77,1007.43
2.296,0.64,-0.63,0.52,0.63,-2.33,0.45,1007.47
2.385,1.02,-0.64,0.39,-0.37,1.45,-0.53,1007.49
2.498,0.77,-0.47,0.41,-0.39,1.41,-1.94,1007.40
2.613,0.85,-0.52,0.49,-0.91,1.87,-0.59,1007.34
2.705,0.93,-0.43,0.71,0.41,2.42,-0.57,1007.35
