time,x,y,z,gx,gy,gz,barometer
0.051,0.22,-0.43,0.85,0.27,-0.04,-0.03,1007.40
0.111,0.23,-0.43,0.84,0.27,-0.04,-0.03,1007.40
0.157,0.23,-0.43,0.84,0.11,-0.00,0.00,1007.41
0.181,0.23,-0.43,0.84,0.02,-0.01,0.00,1007.40
0.239,0.24,-0.42,0.84,0.02,-0.01,0.00,1007.40
0.299,0.24,-0.42,0.85,0.01,-0.01,-0.02,1007.40
0.324,0.24,-0.42,0.85,0.00,-0.03,-0.01,1007.53
0.363,0.23,-0.42,0.85,0.01,0.01,-0.00,1007.53
0.429,0.23,-0.42,0.84,0.01,0.01,-0.00,1007.53
0.459,0.23,-0.42,0.84,-0.00,-0.02,-0.01,1007.44
0.539,0.23,-0.42,0.84,-0.00,-0.02,-0.01,1007.44
0.57,0.24,-0.41,0.83,0.03,-0.01,-0.02,1007.44
0.641,0.24,-0.41,0.83,0.03,-0.01,-0.02,1007.36
0.669,0.23,-0.41,0.84,-0.02,-0.01,-0.01,1007.25
0.748,0.24,-0.42,0.84,-0.02,-0.01,-0.01,1007.25
0.757,0.23,-0.42,0.84,0.01,-0.00,-0.01,1007.37
0.775,0.23,-0.42,0.84,0.01,0.01,0.00,1007.37
0.858,0.23,-0.42,0.84,0.01,0.01,0.00,1007.44
0.897,0.22,-0.42,0.85,0.04,-0.01,0.01,1007.46
0.95,0.22,-0.42,0.85,0.04,-0.01,0.01,1007.45
1.019,0.17,-0.43,0.88,0.02,0.16,0.06,1007.33
1.03,0.16,-0.46,0.89,-0.02,0.20,0.13,1007.33
1.128,0.17,-0.48,0.91,-0.02,0.20,0.13,1007.33
1.134,0.17,-0.48,0.91,-0.09,0.24,0.16,1007.46
1.164,0.14,-0.44,0.85,-0.02,0.34,0.21,1007.33
1.238,0.16,-0.48,0.84,-0.01,0.33,0.33,1007.58
1.312,0.20,-0.50,0.85,-0.01,0.33,0.33,1007.58
1.318,0.20,-0.50,0.85,-0.02,0.15,0.23,1007.43
1.363,0.19,-0.45,0.87,-0.10,0.16,0.06,1007.43
1.435,0.19,-0.45,0.87,-0.10,0.16,0.06,1007.46
1.511,0.14,-0.39,0.84,-0.18,0.02,0.08,1007.37
1.511,0.14,-0.39,0.84,-0.18,0.02,0.08,1007.37
1.563,0.10,-0.38,0.81,0.16,0.00,0.08,1007.40
1.622,0.08,-0.46,0.80,0.16,0.00,0.08,1007.43
1.622,0.08,-0.46,0.80,0.16,0.00,0.08,1007.43
1.759,0.08,-0.46,0.80,0.07,-0.12,0.32,1007.43
1.761,0.07,-0.49,0.82,0.07,-0.12,0.32,1007.43
1.823,0.08,-0.50,0.84,-0.14,-0.03,0.28,1007.43
1.859,0.10,-0.45,0.86,-0.21,-0.03,0.20,1007.31
1.926,0.13,-0.46,0.89,-0.21,-0.03,0.20,1007.31
1.96,0.14,-0.47,0.89,-0.02,0.02,0.01,1007.44
1.999,0.14,-0.47,0.89,0.01,-0.06,-0.14,1007.40
2.039,0.08,-0.43,0.84,-0.05,0.03,-0.19,1007.40
2.114,0.05,-0.40,0.83,-0.05,0.03,-0.19,1007.31
2.139,0.05,-0.40,0.83,-0.14,0.08,-0.23,1007.42
2.167,0.06,-0.40,0.84,0.07,0.20,-0.27,1007.42
2.251,0.06,-0.40,0.84,0.07,0.20,-0.27,1007.39
2.286,0.08,-0.46,0.82,0.21,0.09,-0.25,1007.36
2.315,0.09,-0.57,0.78,0.10,-0.09,-0.04,1007.36
2.388,0.09,-0.57,0.78,0.10,-0.09,-0.04,1007.38
2.419,0.09,-0.56,0.79,-0.28,-0.43,0.15,1007.39
2.469,0.13,-0.56,0.83,-0.61,-0.31,0.05,1007.39
2.496,0.12,-0.52,0.90,-0.18,-0.05,0.08,1007.36
2.563,0.10,-0.49,0.92,-0.01,0.25,0.35,1007.37
2.66,0.13,-0.43,0.96,-0.01,0.25,0.35,1007.37
2.666,0.13,-0.43,0.96,-0.08,0.39,-0.29,1007.35
2.741,0.06,-0.38,0.89,-0.08,0.39,-0.29,1007.35
2.764,-0.01,-0.37,0.71,0.31,0.49,-0.81,1007.45
2.838,-0.03,-0.38,0.62,0.81,0.03,-1.19,1007.41
2.844,-0.03,-0.38,0.62,0.84,-1.80,-1.58,1007.50
2.941,0.25,-0.52,0.59,0.84,-1.80,-1.58,1007.50
2.948,0.25,-0.52,0.59,0.66,-3.31,-0.64,1007.44
2.981,0.58,-0.57,0.67,-0.20,-3.74,0.71,1007.52
3.082,0.73,-0.68,0.65,-0.20,-3.74,0.71,1007.52
3.093,0.81,-0.72,0.69,-0.61,-1.63,1.10,1007.45
3.12,0.81,-0.72,0.69,-1.21,-0.28,1.39,1007.36
