time,x,y,z,gx,gy,gz,barometer
0.032,0.33,-0.51,0.77,-0.05,0.10,-0.01,1007.42
0.032,0.33,-0.51,0.77,-0.05,0.10,-0.01,1007.42
0.032,0.33,-0.51,0.77,-0.05,0.10,-0.01,1007.42
0.075,0.35,-0.51,0.76,-0.05,0.10,-0.01,1007.42
0.099,0.35,-0.51,0.76,-0.13,-0.03,0.01,1007.38
0.099,0.35,-0.51,0.76,-0.13,-0.03,0.01,1007.38
0.12,0.34,-0.52,0.76,-0.13,-0.03,0.01,1007.36
0.12,0.34,-0.52,0.76,-0.13,-0.03,0.01,1007.36
0.173,0.34,-0.52,0.76,-0.03,-0.00,-0.00,1007.36
0.173,0.34,-0.52,0.76,-0.03,-0.00,-0.00,1007.36
0.198,0.34,-0.52,0.77,-0.03,-0.00,-0.00,1007.36
0.198,0.34,-0.52,0.77,-0.03,-0.00,-0.00,1007.36
0.232,0.34,-0.52,0.77,-0.00,-0.01,-0.01,1007.36
0.232,0.34,-0.52,0.77,-0.00,-0.01,-0.01,1007.36
0.273,0.34,-0.53,0.76,-0.00,-0.01,-0.01,1007.36
0.275,0.34,-0.53,0.76,-0.00,-0.01,-0.01,1007.49
0.299,0.34,-0.53,0.76,-0.01,-0.01,-0.01,1007.49
0.317,0.34,-0.53,0.76,-0.01,-0.01,-0.01,1007.49
0.334,0.34,-0.53,0.76,-0.01,-0.01,-0.01,1007.44
0.334,0.34,-0.53,0.76,-0.01,-0.01,-0.01,1007.44
0.378,0.34,-0.53,0.76,0.01,-0.01,-0.02,1007.44
0.387,0.34,-0.52,0.76,0.01,-0.01,-0.02,1007.44
0.4,0.34,-0.52,0.76,0.01,-0.01,-0.02,1007.38
0.432,0.34,-0.52,0.76,0.02,0.00,-0.01,1007.38
0.432,0.34,-0.52,0.76,0.02,0.00,-0.01,1007.38
0.432,0.34,-0.52,0.76,0.02,0.00,-0.01,1007.38
0.501,0.34,-0.52,0.76,0.02,0.00,-0.01,1007.38
0.501,0.34,-0.52,0.76,0.02,0.00,-0.01,1007.38
0.522,0.34,-0.52,0.77,-0.00,-0.03,-0.01,1007.37
0.522,0.34,-0.52,0.77,-0.00,-0.03,-0.01,1007.37
0.565,0.34,-0.52,0.77,-0.00,-0.03,-0.01,1007.39
0.566,0.34,-0.52,0.77,-0.00,-0.03,0.09,1007.39
0.583,0.34,-0.54,0.75,-0.00,-0.03,0.09,1007.39
0.61,0.34,-0.54,0.75,-0.00,-0.03,0.09,1007.33
0.61,0.34,-0.54,0.75,-0.00,-0.03,0.09,1007.33
0.651,0.34,-0.54,0.75,-0.14,-0.07,0.16,1007.33
0.653,0.33,-0.57,0.75,-0.14,-0.07,0.16,1007.33
0.68,0.33,-0.57,0.75,-0.14,-0.07,0.16,1007.32
0.7,0.33,-0.57,0.75,-0.22,-0.21,-0.31,1007.32
0.721,0.32,-0.60,0.78,-0.22,-0.21,-0.31,1007.32
0.721,0.32,-0.60,0.78,-0.22,-0.21,-0.31,1007.32
0.721,0.32,-0.60,0.78,-0.22,-0.21,-0.31,1007.32
0.779,0.32,-0.60,0.78,-0.22,-0.21,-0.31,1007.36
0.784,0.32,-0.60,0.82,0.02,-0.28,-1.17,1007.36
0.784,0.32,-0.60,0.82,0.02,-0.28,-1.17,1007.36
0.82,0.32,-0.60,0.82,0.02,-0.28,-1.17,1007.39
0.82,0.32,-0.60,0.82,0.02,-0.28,-1.17,1007.39
0.878,0.32,-0.60,0.82,-0.96,0.70,-1.41,1007.39
0.878,0.32,-0.60,0.82,-0.96,0.70,-1.41,1007.39
0.882,0.07,-0.66,0.88,-0.96,0.70,-1.41,1007.39
0.901,0.07,-0.66,0.88,-1.56,0.81,-1.02,1007.36
0.918,-0.23,-0.68,0.91,-1.56,0.81,-1.02,1007.36
0.918,-0.23,-0.68,0.91,-1.56,0.81,-1.02,1007.36
0.918,-0.23,-0.68,0.91,-1.56,0.81,-1.02,1007.36
1.036,-0.23,-0.68,0.91,-1.56,0.81,-1.02,1007.37
1.036,-0.23,-0.68,0.91,-1.56,0.81,-1.02,1007.37
1.036,-0.23,-0.68,0.91,-1.56,0.81,-1.02,1007.37
1.036,-0.23,-0.68,0.91,-1.56,0.81,-1.02,1007.37
1.046,-0.13,-0.69,0.86,-0.21,1.05,0.43,1007.37
1.065,0.36,-0.59,0.92,-0.21,1.05,0.43,1007.37
1.065,0.36,-0.59,0.92,-0.21,1.05,0.43,1007.37
1.122,0.36,-0.59,0.92,0.78,1.18,0.80,1007.37
1.122,0.36,-0.59,0.92,0.78,1.18,0.80,1007.37
1.125,0.59,-0.31,0.65,0.78,1.18,0.80,1007.50
1.125,0.59,-0.31,0.65,0.78,1.18,0.80,1007.50
1.208,0.59,-0.31,0.65,-0.04,0.27,-1.29,1007.50
1.208,0.59,-0.31,0.65,-0.04,0.27,-1.29,1007.50
1.211,0.59,-0.31,0.65,-0.04,0.27,-1.29,1007.43
1.214,0.73,-0.22,0.57,-0.04,0.27,-1.29,1007.43
1.247,0.73,-0.22,0.57,0.42,-0.40,-1.52,1007.33
1.247,0.73,-0.22,0.57,0.42,-0.40,-1.52,1007.33
1.247,0.73,-0.22,0.57,0.42,-0.40,-1.52,1007.33
1.326,0.69,-0.37,0.55,0.42,-0.40,-1.52,1007.33
1.326,0.69,-0.37,0.55,0.42,-0.40,-1.52,1007.33
1.334,0.25,-0.50,0.50,-0.60,-3.35,-0.68,1007.37
1.366,0.25,-0.50,0.50,3.15,0.97,-0.16,1007.37
1.366,0.25,-0.50,0.50,3.15,0.97,-0.16,1007.37
1.366,0.25,-0.50,0.50,3.15,0.97,-0.16,1007.37
1.446,0.25,-0.50,0.50,3.15,0.97,-0.16,1007.38
1.446,0.25,-0.50,0.50,3.15,0.97,-0.16,1007.38
1.446,0.25,-0.50,0.50,3.15,0.97,-0.16,1007.38
1.454,0.36,-0.44,0.80,-0.74,0.55,-0.07,1007.45
1.454,0.36,-0.44,0.80,-0.74,0.55,-0.07,1007.45
1.454,0.36,-0.44,0.80,-0.74,0.55,-0.07,1007.45
1.454,0.36,-0.44,0.80,-0.74,0.55,-0.07,1007.45
1.603,0.36,-0.44,0.80,-0.55,0.06,0.05,1007.45
1.603,0.36,-0.44,0.80,-0.55,0.06,0.05,1007.45
1.603,0.36,-0.44,0.80,-0.55,0.06,0.05,1007.45
1.603,0.36,-0.44,0.80,-0.55,0.06,0.05,1007.45
1.603,0.36,-0.44,0.80,-0.55,0.06,0.05,1007.45
1.632,0.31,-0.50,0.78,0.08,-0.05,-0.11,1007.47
1.632,0.31,-0.50,0.78,0.08,-0.05,-0.11,1007.47
1.632,0.31,-0.50,0.78,0.08,-0.05,-0.11,1007.47
1.69,0.32,-0.49,0.78,0.08,-0.05,-0.11,1007.47
1.692,0.32,-0.49,0.78,0.08,-0.05,-0.11,1007.44
1.706,0.32,-0.49,0.78,0.07,-0.01,-0.20,1007.44
1.723,0.31,-0.50,0.80,0.07,-0.01,-0.20,1007.44
1.74,0.31,-0.50,0.80,0.07,-0.01,-0.20,1007.37
1.781,0.31,-0.50,0.80,0.11,-0.23,-0.24,1007.37
1.781,0.31,-0.50,0.80,0.11,-0.23,-0.24,1007.37
1.802,0.32,-0.50,0.81,0.11,-0.23,-0.24,1007.39
1.802,0.32,-0.50,0.81,0.11,-0.23,-0.24,1007.39
1.832,0.32,-0.50,0.81,-0.09,-0.53,-0.50,1007.39
1.832,0.32,-0.50,0.81,-0.09,-0.53,-0.50,1007.39
1.881,0.33,-0.51,0.82,-0.09,-0.53,-0.50,1007.39
1.884,0.33,-0.51,0.82,-0.09,-0.53,-0.50,1007.37
1.899,0.33,-0.51,0.82,-0.19,-1.46,-0.74,1007.37
1.921,0.34,-0.54,0.88,-0.19,-1.46,-0.74,1007.37
1.94,0.34,-0.54,0.88,-0.19,-1.46,-0.74,1007.39
1.94,0.34,-0.54,0.88,-0.19,-1.46,-0.74,1007.39
1.988,0.34,-0.54,0.88,-0.31,-4.07,-1.56,1007.39
1.991,0.45,-0.75,0.86,-0.31,-4.07,-1.56,1007.39
2.01,0.45,-0.75,0.86,-0.31,-4.07,-1.56,1007.34
2.032,0.45,-0.75,0.86,-0.29,-4.96,-2.94,1007.34
2.053,0.90,-0.63,0.58,-0.29,-4.96,-2.94,1007.34
2.053,0.90,-0.63,0.58,-0.29,-4.96,-2.94,1007.34
2.053,0.90,-0.63,0.58,-0.29,-4.96,-2.94,1007.34
2.12,0.90,-0.63,0.58,-0.29,-4.96,-2.94,1007.30
2.12,0.90,-0.63,0.58,-0.29,-4.96,-2.94,1007.30
2.124,0.16,-1.28,0.89,-2.18,-0.20,-2.88,1007.30
2.15,0.16,-1.28,0.89,-2.18,-0.20,-2.88,1007.42
2.15,0.16,-1.28,0.89,-2.18,-0.20,-2.88,1007.42
2.215,0.16,-1.28,0.89,1.79,1.79,-0.07,1007.42
2.215,0.16,-1.28,0.89,1.79,1.79,-0.07,1007.42
2.232,-0.10,-0.93,0.54,1.79,1.79,-0.07,1007.35
2.235,-0.10,-0.93,0.54,-0.04,1.16,3.31,1007.35
2.279,0.13,-0.76,0.61,-0.04,1.16,3.31,1007.35
2.279,0.13,-0.76,0.61,-0.04,1.16,3.31,1007.35
2.3,0.13,-0.76,0.61,0.13,2.30,4.32,1007.55
2.32,0.32,-0.76,0.66,0.13,2.30,4.32,1007.55
2.32,0.32,-0.76,0.66,0.13,2.30,4.32,1007.55
2.32,0.32,-0.76,0.66,0.13,2.30,4.32,1007.55
2.401,0.32,-0.76,0.66,0.13,2.30,4.32,1007.38
2.401,0.32,-0.76,0.66,0.13,2.30,4.32,1007.38
2.403,0.32,-0.76,0.66,0.06,2.76,4.05,1007.38
2.434,0.84,-1.06,0.61,0.06,2.76,4.05,1007.39
2.436,0.84,-1.06,0.61,0.18,2.62,1.82,1007.39
2.454,1.51,-0.43,0.82,0.18,2.62,1.82,1007.39
2.454,1.51,-0.43,0.82,0.18,2.62,1.82,1007.39
2.454,1.51,-0.43,0.82,0.18,2.62,1.82,1007.39
2.536,1.51,-0.43,0.82,0.35,0.32,0.13,1007.39
2.536,1.51,-0.43,0.82,0.35,0.32,0.13,1007.39
2.538,1.75,-0.07,0.52,0.35,0.32,0.13,1007.45
2.565,1.75,-0.07,0.52,0.08,-3.15,-0.71,1007.45
2.57,1.75,-0.07,0.52,0.08,-3.15,-0.71,1007.48
2.613,0.33,-0.90,1.04,0.08,-3.15,-0.71,1007.48
2.613,0.33,-0.90,1.04,0.08,-3.15,-0.71,1007.48
2.632,0.33,-0.90,1.04,-0.33,3.19,1.55,1007.48
2.64,0.33,-0.90,1.04,-0.33,3.19,1.55,1007.38
2.683,1.19,-0.67,0.87,-0.33,3.19,1.55,1007.38
2.683,1.19,-0.67,0.87,-0.33,3.19,1.55,1007.38
2.699,1.19,-0.67,0.87,4.09,-0.53,0.04,1007.38
2.72,0.77,-0.60,0.67,4.09,-0.53,0.04,1007.33
2.72,0.77,-0.60,0.67,4.09,-0.53,0.04,1007.33
2.72,0.77,-0.60,0.67,4.09,-0.53,0.04,1007.33
2.804,0.77,-0.60,0.67,0.89,0.15,-0.02,1007.33
2.804,0.77,-0.60,0.67,0.89,0.15,-0.02,1007.33
2.808,0.41,-0.56,0.78,0.89,0.15,-0.02,1007.47
2.832,0.41,-0.56,0.78,-0.20,0.04,-0.14,1007.47
2.832,0.41,-0.56,0.78,-0.20,0.04,-0.14,1007.47
2.832,0.41,-0.56,0.78,-0.20,0.04,-0.14,1007.47
2.903,0.41,-0.56,0.78,-0.20,0.04,-0.14,1007.32
2.903,0.41,-0.56,0.78,-0.20,0.04,-0.14,1007.32
2.92,0.32,-0.51,0.80,-0.20,0.04,-0.14,1007.32
2.925,0.30,-0.49,0.80,0.07,-0.00,-0.21,1007.47
2.925,0.30,-0.49,0.80,0.07,-0.00,-0.21,1007.47
