time,x,y,z,gx,gy,gz,barometer
0.12,0.34,-0.52,0.76,-0.13,-0.03,0.01,1007.36
0.232,0.34,-0.52,0.77,-0.00,-0.01,-0.01,1007.36
0.378,0.34,-0.53,0.76,0.01,-0.01,-0.02,1007.44
0.501,0.34,-0.52,0.76,0.02,0.00,-0.01,1007.38
0.61,0.34,-0.54,0.75,-0.00,-0.03,0.09,1007.33
0.721,0.32,-0.60,0.78,-0.22,-0.21,-0.31,1007.32
0.878,0.32,-0.60,0.82,-0.96,0.70,-1.41,1007.39
1.036,-0.23,-0.68,0.91,-1.56,0.81,-1.02,1007.37
1.125,0.59,-0.31,0.65,0.78,1.18,0.80,1007.50
1.247,0.73,-0.22,0.57,0.42,-0.40,-1.52,1007.33
1.366,0.25,-0.50,0.50,3.15,0.97,-0.16,1007.37
1.454,0.36,-0.44,0.80,-0.74,0.55,-0.07,1007.45
1.632,0.31,-0.50,0.78,0.08,-0.05,-0.11,1007.47
1.74,0.31,-0.50,0.80,0.07,-0.01,-0.20,1007.37
1.881,0.33,-0.51,0.82,-0.09,-0.53,-0.50,1007.39
1.991,0.45,-0.75,0.86,-0.31,-4.07,-1.56,1007.39
2.124,0.16,-1.28,0.89,-2.18,-0.20,-2.88,1007.30
2.235,-0.10,-0.93,0.54,-0.04,1.16,3.31,1007.35
2.401,0.32,-0.76,0.66,0.13,2.30,4.32,1007.38
2.536,1.51,-0.43,0.82,0.35,0.32,0.13,1007.39
2.632,0.33,-0.90,1.04,-0.33,3.19,1.55,1007.48
2.72,0.77,-0.60,0.67,4.09,-0.53,0.04,1007.33
2.903,0.41,-0.56,0.78,-0.20,0.04,-0.14,1007.32
3.012,0.30,-0.49,0.80,0.06,-0.20,-0.35,1007.47
3.117,0.31,-0.50,0.88,-0.31,-1.61,-0.63,1007.38
3.232,0.39,-0.68,0.90,-0.65,-6.66,-2.91,1007.39
3.368,0.08,-1.17,0.74,2.79,2.37,1.02,1007.26
3.505,0.26,-0.82,0.52,-0.37,1.75,4.86,1007.39
3.62,1.02,-0.98,0.68,0.07,2.31,3.89,1007.48
3.722,1.53,-0.13,0.34,-0.99,-0.07,-0.13,1007.41
3.722,1.53,-0.13,0.34,-0.99,-0.07,-0.13,1007.41
4.07,1.53,-0.13,0.34,-0.99,-0.07,-0.13,1007.27
4.098,0.32,-0.54,0.77,-0.02,-0.01,-0.16,1007.46
4.25,0.29,-0.53,0.81,0.10,-0.68,-0.75,1007.42
4.421,0.34,-0.56,0.91,-0.07,-2.84,-1.46,1007.31
4.509,1.20,-1.13,1.22,-1.50,0.28,-5.41,1007.36
4.637,-0.03,-0.79,0.60,-2.28,0.80,-0.69,1007.37
4.75,0.25,-0.46,0.91,-2.09,2.45,3.74,1007.45
4.857,1.52,-0.29,1.12,-1.50,2.80,2.15,1007.35
4.95,1.76,0.11,0.59,-0.06,0.80,1.14,1007.36
5.125,0.21,-0.61,0.40,4.21,0.96,0.18,1007.52
5.248,0.26,-0.58,0.68,0.60,0.12,-0.06,1007.35
5.37,0.29,-0.55,0.77,0.04,-0.06,-0.37,1007.38
5.515,0.29,-0.53,0.82,-0.06,-1.17,-0.69,1007.43
5.632,0.40,-0.59,0.89,-0.10,-5.08,-3.14,1007.45
5.765,0.50,-1.54,0.86,-2.82,1.80,-0.60,1007.45
5.863,0.06,-0.72,0.53,3.07,3.09,2.79,1007.48
6.001,1.26,-0.52,1.01,-1.83,2.59,3.70,1007.32
6.001,1.26,-0.52,1.01,-1.83,2.59,3.70,1007.32
6.358,1.26,-0.52,1.01,-1.83,2.59,3.70,1007.41
6.372,0.35,-0.38,0.80,0.89,-0.01,0.08,1007.43
6.49,0.33,-0.53,0.74,-0.17,-0.02,0.02,1007.38
6.625,0.32,-0.53,0.75,-0.04,0.27,-0.28,1007.51
6.739,0.30,-0.60,0.73,-0.07,0.05,-0.08,1007.38
6.876,0.32,-0.76,0.66,0.24,2.47,-4.83,1007.44
6.986,0.34,-0.59,0.67,-4.42,2.81,-3.72,1007.45
7.172,0.30,-0.23,1.07,-0.38,2.80,-1.34,1007.42
7.275,0.34,-0.44,0.85,0.28,1.87,-1.26,1007.26
7.375,0.49,-0.42,0.62,-0.74,0.90,-2.23,1007.41
7.47,0.04,-1.24,0.90,-0.68,-0.55,-1.78,1007.43
7.645,0.44,-0.58,0.95,3.68,-0.68,-0.34,1007.42
7.75,0.31,-0.55,0.77,0.02,0.00,-0.04,1007.42
