time,x,y,z,gx,gy,gz,barometer
0.093,0.34,-0.55,0.74,-0.11,0.02,-0.08,1007.36
0.226,0.33,-0.56,0.74,-0.04,-0.02,-0.02,1007.39
0.371,0.35,-0.56,0.75,0.03,-0.01,-0.01,1007.47
0.503,0.35,-0.56,0.74,0.03,-0.00,-0.04,1007.38
0.617,0.33,-0.55,0.74,-0.02,-0.02,-0.01,1007.33
0.725,0.32,-0.57,0.75,0.01,0.03,0.00,1007.42
0.875,0.34,-0.56,0.74,-0.02,0.10,0.03,1007.45
1.003,0.35,-0.57,0.78,-0.09,-0.00,0.01,1007.42
1.096,0.32,-0.56,0.70,0.13,0.26,-0.02,1007.49
1.267,0.36,-0.54,0.69,0.07,-0.28,-0.01,1007.53
1.361,0.57,-0.57,0.59,-0.61,-2.26,-0.98,1007.37
1.504,0.71,-0.60,0.55,-0.13,0.59,-0.41,1007.49
1.659,0.63,-0.53,0.51,-0.68,0.19,-0.37,1007.38
1.762,0.83,-0.76,0.61,0.08,2.20,0.49,1007.27
1.87,0.22,-0.50,0.48,1.98,2.92,0.84,1007.37
2.095,0.24,-0.53,0.74,-0.47,1.03,0.53,1007.35
2.123,0.02,-0.54,0.67,0.20,-1.33,0.99,1007.38
2.259,0.67,-0.78,0.58,-0.68,-2.62,-0.42,1007.42
2.369,0.60,-0.53,0.51,1.81,-0.75,-1.61,1007.35
2.501,0.78,-0.55,0.50,-0.24,-0.31,0.22,1007.28
2.668,0.75,-0.53,0.48,-0.11,0.29,-0.33,1007.40
2.791,0.80,-0.75,0.62,0.51,2.56,0.62,1007.42
2.883,0.34,-0.64,0.62,-0.00,0.79,0.51,1007.44
2.988,0.23,-0.62,0.69,-0.13,0.37,0.15,1007.51
3.12,0.38,-0.53,0.77,-0.01,-3.70,-2.40,1007.47
3.262,0.51,-0.51,0.58,-0.55,-0.40,-0.69,1007.40
3.385,0.50,-0.56,0.55,-0.37,-1.72,-0.70,1007.49
3.501,0.78,-0.60,0.48,0.05,-0.78,0.26,1007.53
3.617,0.74,-0.57,0.48,-0.17,0.02,0.02,1007.50
3.757,0.81,-0.66,0.63,1.07,3.76,0.69,1007.50
3.889,0.48,-0.55,0.61,-0.38,1.46,0.54,1007.48
3.997,0.11,-0.55,0.72,0.08,0.82,0.36,1007.54
4.13,-0.07,-0.43,0.68,-0.16,-0.45,-0.24,1007.52
4.154,-0.07,-0.43,0.68,0.08,-2.48,-1.96,1007.41
4.477,0.05,-0.45,0.69,0.08,-2.48,-1.96,1007.41
4.492,0.67,-0.53,0.54,-0.65,-0.78,-0.03,1007.37
4.617,0.76,-0.55,0.51,0.20,0.89,0.35,1007.42
4.75,0.46,-0.56,0.56,1.78,3.32,0.61,1007.39
4.906,0.28,-0.54,0.63,-0.42,0.62,0.38,1007.39
5.012,0.11,-0.56,0.72,0.04,0.30,0.12,1007.50
5.133,-0.01,-0.54,0.57,0.15,-1.65,0.23,1007.41
5.249,0.20,-0.61,0.70,-1.41,-0.93,-1.20,1007.37
5.358,0.37,-0.52,0.64,0.15,-2.50,-0.85,1007.50
5.504,0.81,-0.56,0.53,-0.69,-0.68,0.24,1007.50
5.629,0.74,-0.56,0.51,0.16,0.04,-0.06,1007.46
5.75,0.89,-0.72,0.57,-0.07,2.98,0.75,1007.44
5.904,0.31,-0.58,0.65,0.72,1.27,0.82,1007.45
6.001,0.29,-0.60,0.69,0.33,1.01,0.39,1007.44
6.139,0.18,-0.66,0.73,-0.02,-0.77,-0.36,1007.49
6.253,0.49,-0.74,0.51,-0.54,-2.85,-2.15,1007.46
6.35,0.21,-0.56,0.51,0.61,-2.49,-3.07,1007.53
6.429,0.42,-0.53,0.52,-0.11,-2.29,-1.70,1007.46
6.709,0.71,-0.62,0.48,-0.11,-2.29,-1.70,1007.46
6.755,0.79,-0.60,0.50,0.08,1.80,1.72,1007.43
6.85,0.58,-0.63,0.64,-0.55,1.21,0.15,1007.40
7.024,0.33,-0.62,0.65,-1.35,0.77,0.64,1007.52
7.113,0.14,-0.60,0.70,0.19,0.47,0.12,1007.44
7.241,0.11,-0.54,0.78,0.07,-1.84,-0.84,1007.28
7.35,0.15,-0.73,0.75,-0.89,-1.17,-1.74,1007.41
7.504,0.39,-0.65,0.58,-0.43,-2.37,-1.47,1007.48
7.629,0.80,-0.61,0.49,-0.99,-0.76,0.19,1007.47
7.75,0.76,-0.57,0.50,-0.02,0.04,-0.05,1007.43
7.863,0.78,-0.70,0.56,0.10,1.38,1.43,1007.45
8.018,0.42,-0.61,0.59,1.90,3.31,1.47,1007.25
8.109,0.31,-0.61,0.66,1.26,1.48,0.61,1007.38
8.243,0.05,-0.55,0.65,0.32,0.26,0.08,1007.52
8.355,0.09,-0.62,0.60,0.03,-2.09,0.55,1007.42
8.521,0.57,-0.85,0.42,-0.52,-0.62,-1.29,1007.48
8.617,0.62,-0.55,0.49,-0.17,-1.30,-0.31,1007.42
8.723,0.78,-0.68,0.48,-0.95,-0.40,0.36,1007.51
8.723,0.78,-0.68,0.48,-0.95,-0.40,0.36,1007.51
9.031,0.78,-0.68,0.48,-0.95,-0.40,0.36,1007.42
9.123,0.33,-0.68,0.57,-0.20,0.45,0.67,1007.43
9.263,0.25,-0.68,0.62,-0.16,-0.19,0.38,1007.52
9.382,0.37,-0.56,0.45,-0.29,-1.87,-1.99,1007.47
9.525,0.60,-0.63,0.48,-0.40,-1.38,-0.45,1007.43
9.65,0.78,-0.62,0.45,-0.02,-0.34,0.05,1007.50
9.75,0.75,-0.60,0.44,0.08,0.12,0.03,1007.37
9.884,1.04,-0.74,0.48,-0.01,4.02,2.63,1007.52
9.983,0.46,-0.57,0.57,0.20,3.32,1.15,1007.49
10.147,0.41,-0.62,0.67,0.49,0.92,0.54,1007.36
10.256,0.11,-0.59,0.69,0.04,0.20,0.04,1007.37
10.379,0.57,-0.58,0.73,0.36,-3.43,-2.84,1007.39
10.492,0.52,-0.72,0.51,-1.50,-1.66,-0.54,1007.37
10.623,0.59,-0.60,0.50,-0.81,-1.54,-1.14,1007.38
10.755,0.79,-0.61,0.45,-0.18,-0.34,0.07,1007.46
10.878,0.75,-0.58,0.44,0.55,-0.05,-0.02,1007.31
10.962,1.01,-0.70,0.51,0.02,0.16,0.02,1007.47
11.22,1.01,-0.70,0.51,0.20,3.46,2.80,1007.47
11.247,0.24,-0.63,0.68,0.57,0.95,0.24,1007.43
11.408,0.13,-0.59,0.65,0.09,-1.12,-0.39,1007.48
11.508,0.27,-0.62,0.62,-0.88,0.70,2.27,1007.40
11.626,0.55,-0.54,0.50,1.38,-1.63,-2.26,1007.40
11.772,0.83,-0.64,0.44,-0.41,-1.39,-0.35,1007.41
11.883,0.76,-0.57,0.43,-0.02,0.04,-0.10,1007.47
12.02,1.05,-0.81,0.52,-0.10,1.05,0.80,1007.43
12.098,0.52,-0.46,0.45,1.88,3.38,1.84,1007.46
12.248,0.30,-0.66,0.61,1.24,1.13,0.58,1007.44
12.351,0.25,-0.66,0.61,-0.11,-0.49,-0.08,1007.38
12.488,0.30,-0.55,0.59,-0.22,-2.87,-1.64,1007.36
12.634,0.61,-0.62,0.50,1.53,-1.25,-1.28,1007.45
12.751,0.73,-0.58,0.45,-0.55,-1.18,-0.30,1007.41
12.884,0.77,-0.57,0.43,0.08,0.21,-0.00,1007.38
12.984,0.87,-0.62,0.39,0.05,0.42,0.41,1007.49
13.142,0.50,-0.58,0.55,0.17,2.12,0.71,1007.44
13.188,0.42,-0.64,0.56,0.86,1.66,1.20,1007.35
13.475,0.42,-0.64,0.56,-0.35,0.77,0.60,1007.35
13.49,0.13,-0.57,0.58,-0.35,-2.35,-0.35,1007.57
