time,x,y,z,gx,gy,gz,barometer
0.116,0.44,-0.52,0.70,-0.03,-0.00,0.02,1007.46
0.262,0.46,-0.52,0.73,-0.00,-0.04,-0.01,1007.50
0.383,0.44,-0.54,0.70,0.05,0.06,-0.04,1007.37
0.513,0.45,-0.52,0.71,0.05,-0.04,-0.03,1007.44
0.609,0.44,-0.52,0.71,0.04,-0.01,-0.03,1007.52
0.771,0.43,-0.52,0.71,-0.01,-0.01,-0.02,1007.46
0.888,0.45,-0.53,0.70,-0.01,-0.08,0.14,1007.44
1.009,0.41,-0.57,0.67,-0.05,-0.93,1.02,1007.39
1.11,0.45,-0.57,0.62,-0.04,-1.34,0.50,1007.38
1.226,0.50,-0.49,0.55,-0.07,-1.99,0.21,1007.38
1.403,1.00,-0.66,0.36,-0.89,-1.52,-1.27,1007.48
1.49,0.76,-0.44,0.44,0.88,3.54,-2.03,1007.55
1.625,0.71,-0.43,0.48,-1.17,1.56,-1.86,1007.48
1.721,0.72,-0.30,0.65,0.20,2.47,1.40,1007.42
1.816,0.44,-0.32,0.77,-0.71,0.97,1.28,1007.45
2.071,0.44,-0.32,0.77,-0.09,0.74,1.65,1007.45
2.112,0.34,-0.51,0.73,-0.70,-1.49,0.56,1007.58
2.248,0.20,-0.44,0.58,0.63,-2.33,0.45,1007.46
2.385,1.02,-0.64,0.39,-0.37,1.45,-0.53,1007.49
2.498,0.77,-0.47,0.41,-0.39,1.41,-1.94,1007.40
2.629,0.85,-0.52,0.49,-0.91,1.87,-0.59,1007.35
2.757,0.44,-0.45,0.69,0.92,2.99,1.31,1007.50
2.852,0.30,-0.44,0.69,-0.24,-0.05,1.73,1007.43
2.995,0.29,-0.60,0.64,-0.88,-1.80,1.39,1007.44
3.11,0.39,-0.54,0.62,0.05,-1.26,-0.11,1007.31
3.251,0.56,-0.61,0.48,-1.41,-2.23,-1.82,1007.47
3.386,0.98,-0.66,0.35,-0.67,-0.80,-2.02,1007.45
3.516,0.77,-0.52,0.40,0.01,1.97,-1.39,1007.45
3.62,0.91,-0.42,0.48,0.31,3.49,0.05,1007.42
3.753,0.43,-0.47,0.60,-0.56,3.19,0.82,1007.45
