time,x,y,z,gx,gy,gz,barometer
0.164,0.34,-0.55,0.74,-0.02,-0.03,0.02,1007.36
0.278,0.33,-0.56,0.74,-0.04,-0.02,-0.02,1007.45
0.44,0.35,-0.56,0.75,0.02,0.00,-0.02,1007.43
0.572,0.33,-0.55,0.74,0.03,-0.01,-0.02,1007.42
0.706,0.32,-0.57,0.75,0.01,0.03,0.00,1007.37
0.874,0.34,-0.56,0.74,-0.02,0.10,0.03,1007.38
1.003,0.35,-0.57,0.78,-0.09,-0.00,0.01,1007.42
1.165,0.32,-0.56,0.70,0.13,0.26,-0.02,1007.48
1.294,0.34,-0.55,0.67,0.05,-1.67,0.87,1007.33
1.466,0.57,-0.57,0.59,-1.51,-0.62,-0.56,1007.37
1.57,0.71,-0.60,0.55,0.17,0.45,-0.50,1007.38
1.704,0.83,-0.76,0.61,-0.60,1.32,0.42,1007.27
1.866,0.53,-0.51,0.52,1.98,2.92,0.84,1007.44
1.904,0.24,-0.53,0.74,-0.47,1.03,0.53,1007.37
2.158,0.02,-0.54,0.67,-0.60,-3.14,0.18,1007.38
2.285,0.67,-0.78,0.58,-1.41,-0.94,-1.19,1007.25
2.403,0.60,-0.53,0.51,1.81,-0.75,-1.61,1007.34
2.574,0.78,-0.55,0.50,-0.11,0.29,-0.33,1007.42
2.704,0.80,-0.75,0.62,-0.52,3.02,1.43,1007.42
2.835,0.34,-0.64,0.62,0.09,0.88,0.61,1007.44
2.988,0.23,-0.62,0.69,-0.13,0.37,0.15,1007.51
3.12,0.38,-0.53,0.77,-0.01,-3.70,-2.40,1007.47
3.283,0.51,-0.51,0.58,0.75,-0.75,-1.05,1007.51
3.418,0.67,-0.58,0.50,0.05,-0.78,0.26,1007.44
3.552,0.76,-0.56,0.49,0.30,0.07,-0.12,1007.40
3.716,0.81,-0.66,0.63,0.24,3.39,1.59,1007.49
3.839,0.48,-0.55,0.61,-0.38,1.46,0.54,1007.43
3.997,0.11,-0.55,0.72,0.08,0.82,0.36,1007.54
4.15,-0.07,-0.43,0.68,0.08,-2.48,-1.96,1007.52
4.154,-0.07,-0.43,0.68,0.08,-2.48,-1.96,1007.41
4.477,0.05,-0.45,0.69,0.08,-2.48,-1.96,1007.41
4.575,0.75,-0.58,0.52,-0.09,0.07,-0.01,1007.35
4.702,0.46,-0.56,0.56,-0.06,4.81,2.38,1007.46
4.836,0.28,-0.54,0.63,-0.42,0.62,0.38,1007.42
5.012,0.11,-0.56,0.72,0.04,0.30,0.12,1007.50
5.133,-0.01,-0.54,0.57,0.15,-1.65,0.23,1007.41
5.249,0.20,-0.61,0.70,-1.41,-0.93,-1.20,1007.37
5.42,0.62,-0.56,0.57,-0.12,-1.74,0.38,1007.39
5.592,0.81,-0.56,0.53,0.01,0.12,-0.21,1007.50
5.723,0.81,-0.59,0.51,0.06,3.07,2.14,1007.36
5.84,0.31,-0.58,0.65,1.40,1.52,0.44,1007.45
6.001,0.29,-0.60,0.69,0.33,1.01,0.39,1007.44
6.141,0.18,-0.66,0.73,-0.02,-0.77,-0.36,1007.38
6.304,0.49,-0.74,0.51,-0.01,-2.31,-0.47,1007.46
6.429,0.42,-0.53,0.52,-0.11,-2.29,-1.70,1007.46
6.429,0.42,-0.53,0.52,-0.11,-2.29,-1.70,1007.46
6.712,0.83,-0.60,0.50,-0.45,-1.24,0.03,1007.45
6.85,0.58,-0.63,0.64,-0.55,1.21,0.15,1007.40
7.024,0.33,-0.62,0.65,-1.35,0.77,0.64,1007.52
7.113,0.14,-0.60,0.70,0.19,0.47,0.12,1007.44
7.322,0.11,-0.54,0.78,-0.34,-0.84,0.07,1007.28
7.419,0.23,-0.57,0.66,0.75,-1.96,-1.24,1007.43
7.575,0.80,-0.61,0.49,0.60,-1.46,-0.39,1007.47
7.708,0.76,-0.57,0.50,0.08,0.23,-0.11,1007.50
7.863,0.78,-0.70,0.56,0.10,1.38,1.43,1007.45
7.976,0.42,-0.61,0.59,1.90,3.31,1.47,1007.48
8.143,0.31,-0.61,0.66,1.26,1.48,0.61,1007.49
8.3,0.05,-0.55,0.65,0.32,0.26,0.08,1007.42
8.423,0.12,-0.64,0.52,-1.82,-3.67,-2.48,1007.48
8.572,0.52,-0.60,0.53,0.67,-1.75,-2.07,1007.42
8.723,0.78,-0.68,0.48,-0.95,-0.40,0.36,1007.51
8.723,0.78,-0.68,0.48,-0.95,-0.40,0.36,1007.51
9.031,0.78,-0.68,0.48,-0.95,-0.40,0.36,1007.42
9.123,0.33,-0.68,0.57,-0.20,0.45,0.67,1007.43
9.286,0.22,-0.69,0.62,-0.50,-0.93,-0.23,1007.45
9.429,0.37,-0.56,0.45,-0.29,-1.87,-1.99,1007.47
9.559,0.81,-0.71,0.45,-0.02,-0.34,0.05,1007.37
9.711,0.76,-0.60,0.45,-0.06,0.05,-0.11,1007.37
9.855,1.04,-0.74,0.48,0.12,0.22,0.29,1007.52
9.983,0.46,-0.57,0.57,0.20,3.32,1.15,1007.49
10.147,0.41,-0.62,0.67,0.49,0.92,0.54,1007.36
10.283,0.11,-0.59,0.69,0.03,-1.29,-1.17,1007.34
10.388,0.57,-0.58,0.73,0.36,-3.43,-2.84,1007.44
10.563,0.55,-0.63,0.52,0.83,-0.57,-0.80,1007.32
10.69,0.74,-0.60,0.43,0.55,-0.55,0.01,1007.40
10.85,0.75,-0.58,0.44,0.55,-0.05,-0.02,1007.31
10.962,1.01,-0.70,0.51,0.02,0.16,0.02,1007.47
11.22,1.01,-0.70,0.51,0.20,3.46,2.80,1007.47
11.305,0.24,-0.63,0.68,-0.07,0.29,-0.18,1007.43
11.424,0.09,-0.56,0.53,-0.29,-3.28,-1.59,1007.44
11.565,0.34,-0.81,0.65,-1.91,-1.43,-1.65,1007.40
11.684,0.66,-0.56,0.47,-0.41,-1.39,-0.35,1007.41
11.853,0.76,-0.57,0.43,-0.17,-0.04,-0.17,1007.46
12.02,1.05,-0.81,0.52,-0.10,1.05,0.80,1007.43
12.153,0.54,-0.61,0.61,1.88,3.38,1.84,1007.46
12.278,0.30,-0.66,0.61,1.24,1.13,0.58,1007.34
12.422,0.18,-0.64,0.63,-0.18,-1.84,-0.93,1007.40
12.568,0.62,-0.81,0.51,-0.22,-2.87,-1.64,1007.36
12.684,0.73,-0.58,0.45,-0.55,-1.18,-0.30,1007.39
12.853,0.77,-0.57,0.43,0.09,0.09,-0.05,1007.38
12.984,0.87,-0.62,0.39,0.05,0.42,0.41,1007.49
13.142,0.50,-0.58,0.55,0.17,2.12,0.71,1007.44
13.188,0.42,-0.64,0.56,0.86,1.66,1.20,1007.35
13.475,0.42,-0.64,0.56,-0.35,0.77,0.60,1007.35
13.581,0.35,-0.79,0.60,-1.62,-1.39,-0.85,1007.45
13.689,0.56,-0.80,0.46,-2.19,-1.79,-1.22,1007.46
13.854,0.85,-0.67,0.39,-0.17,-1.29,-0.66,1007.51
13.984,0.76,-0.57,0.41,0.23,0.00,-0.08,1007.40
14.13,0.52,-0.44,0.51,-0.18,3.66,1.90,1007.46
14.275,0.49,-0.60,0.55,-1.62,-0.25,0.64,1007.46
14.421,0.39,-0.67,0.62,-0.04,0.34,0.14,1007.50
14.565,0.21,-0.63,0.64,0.02,-0.43,-0.80,1007.48
14.725,0.51,-0.69,0.51,-1.31,-1.06,-0.94,1007.42
14.853,0.73,-0.59,0.46,0.71,-1.44,-1.16,1007.44
14.986,0.81,-0.56,0.45,-0.31,-0.60,0.27,1007.45
15.141,0.91,-0.65,0.55,0.02,0.15,0.08,1007.44
15.254,0.46,-0.59,0.62,0.10,2.17,0.45,1007.50
15.386,0.36,-0.62,0.59,0.04,0.85,0.49,1007.54
15.477,0.30,-0.62,0.66,0.25,0.66,0.28,1007.47
15.74,0.30,-0.62,0.66,0.36,0.38,0.12,1007.47
15.851,0.80,-0.59,0.48,-0.17,-0.67,0.23,1007.47
15.988,0.76,-0.57,0.43,0.25,0.14,-0.23,1007.50
16.159,0.82,-0.56,0.40,0.11,0.12,0.04,1007.50
16.279,0.58,-0.49,0.37,0.13,3.42,2.29,1007.57
16.455,0.38,-0.66,0.64,0.15,1.63,0.54,1007.48
16.55,0.19,-0.57,0.65,-0.24,-0.12,0.03,1007.50
16.688,0.30,-0.64,0.59,-0.31,-2.23,-0.06,1007.83
16.855,0.89,-0.67,0.47,0.51,-1.92,-1.52,1007.48
16.989,0.76,-0.56,0.44,0.19,0.11,-0.07,1007.42
17.152,0.74,-0.58,0.43,0.02,0.10,0.04,1007.50
17.286,0.90,-0.79,0.57,0.10,1.94,0.30,1007.57
