time,x,y,z,gx,gy,gz,barometer
0.12,0.34,-0.52,0.76,-0.13,-0.03,0.01,1007.36
0.275,0.34,-0.53,0.76,-0.00,-0.01,-0.01,1007.49
0.432,0.34,-0.52,0.76,0.02,0.00,-0.01,1007.38
0.566,0.34,-0.52,0.77,-0.00,-0.03,0.09,1007.39
0.721,0.32,-0.60,0.78,-0.22,-0.21,-0.31,1007.32
0.878,0.32,-0.60,0.82,-0.96,0.70,-1.41,1007.39
1.036,-0.23,-0.68,0.91,-1.56,0.81,-1.02,1007.37
1.125,0.59,-0.31,0.65,0.78,1.18,0.80,1007.50
1.247,0.73,-0.22,0.57,0.42,-0.40,-1.52,1007.33
1.446,0.25,-0.50,0.50,3.15,0.97,-0.16,1007.38
1.603,0.36,-0.44,0.80,-0.55,0.06,0.05,1007.45
1.706,0.32,-0.49,0.78,0.07,-0.01,-0.20,1007.44
1.832,0.32,-0.50,0.81,-0.09,-0.53,-0.50,1007.39
1.991,0.45,-0.75,0.86,-0.31,-4.07,-1.56,1007.39
2.15,0.16,-1.28,0.89,-2.18,-0.20,-2.88,1007.42
2.29,0.13,-0.76,0.61,-0.04,1.16,3.31,1007.55
2.434,0.84,-1.06,0.61,0.06,2.76,4.05,1007.39
2.57,1.75,-0.07,0.52,0.08,-3.15,-0.71,1007.48
2.718,1.19,-0.67,0.87,4.09,-0.53,0.04,1007.33
2.832,0.41,-0.56,0.78,-0.20,0.04,-0.14,1007.47
3.012,0.30,-0.49,0.80,0.06,-0.20,-0.35,1007.47
3.136,0.35,-0.56,0.86,-0.31,-1.61,-0.63,1007.40
3.296,1.23,-1.36,1.36,-0.65,-6.66,-2.91,1007.39
3.465,0.02,-1.03,0.54,2.79,2.37,1.02,1007.26
3.566,0.79,-0.83,0.77,0.07,2.31,3.89,1007.30
3.71,1.36,-0.72,0.72,-0.99,-0.07,-0.13,1007.41
3.722,1.53,-0.13,0.34,-0.99,-0.07,-0.13,1007.41
4.07,1.53,-0.13,0.34,-0.99,-0.07,-0.13,1007.27
4.159,0.32,-0.54,0.77,-0.02,-0.01,-0.16,1007.40
4.307,0.27,-0.58,0.80,-0.28,-1.54,-0.76,1007.42
4.429,0.39,-0.64,0.87,-0.07,-2.84,-1.46,1007.31
4.565,0.39,-1.56,1.00,-2.28,0.80,-0.69,1007.37
4.736,0.09,-0.62,0.72,-2.09,2.45,3.74,1007.44
4.857,1.52,-0.29,1.12,-1.50,2.80,2.15,1007.35
4.95,1.76,0.11,0.59,-0.06,0.80,1.14,1007.36
5.125,0.21,-0.61,0.40,4.21,0.96,0.18,1007.52
5.297,0.27,-0.56,0.75,-0.22,0.08,-0.12,1007.35
5.417,0.29,-0.54,0.79,0.04,-0.06,-0.37,1007.38
5.602,0.33,-0.55,0.84,-0.12,-2.94,-1.41,1007.39
5.722,0.75,-0.74,0.68,-2.04,1.52,-4.68,1007.44
5.859,0.06,-0.72,0.53,3.07,3.09,2.79,1007.51
6.001,1.26,-0.52,1.01,-1.83,2.59,3.70,1007.32
6.001,1.26,-0.52,1.01,-1.83,2.59,3.70,1007.32
6.358,1.26,-0.52,1.01,-1.83,2.59,3.70,1007.41
6.42,0.35,-0.52,0.75,0.14,-0.10,0.14,1007.46
6.537,0.32,-0.53,0.75,-0.04,0.27,-0.28,1007.38
6.735,0.33,-0.63,0.78,-0.07,0.05,-0.08,1007.43
6.872,0.32,-0.76,0.66,-0.19,-1.93,-1.51,1007.44
6.986,0.34,-0.59,0.67,-4.42,2.81,-3.72,1007.45
7.172,0.30,-0.23,1.07,-0.38,2.80,-1.34,1007.42
7.28,0.39,-0.39,0.70,0.28,1.87,-1.26,1007.36
7.425,0.72,-0.53,0.45,-0.74,0.90,-2.23,1007.47
7.566,0.44,-0.73,1.20,3.68,-0.68,-0.34,1007.42
7.734,0.34,-0.56,0.81,0.02,0.00,-0.04,1007.45
7.862,0.29,-0.54,0.77,0.05,0.10,-0.17,1007.38
7.966,0.28,-0.54,0.81,0.07,-0.49,-0.74,1007.38
8.134,0.56,-0.89,0.83,-0.26,-4.52,-2.55,1007.52
8.265,0.47,-1.44,1.03,-2.56,0.73,-0.08,1007.22
8.265,0.47,-1.44,1.03,-2.56,0.73,-0.08,1007.22
8.629,0.02,-0.96,0.46,-2.56,0.73,-0.08,1007.22
