time,x,y,z,gx,gy,gz,barometer
0.111,0.23,-0.43,0.84,0.27,-0.04,-0.03,1007.40
0.163,0.23,-0.43,0.84,0.02,-0.01,0.00,1007.41
0.249,0.24,-0.42,0.84,0.01,-0.01,-0.02,1007.40
0.324,0.24,-0.42,0.85,0.00,-0.03,-0.01,1007.53
0.426,0.23,-0.42,0.85,0.01,0.01,-0.00,1007.53
0.539,0.23,-0.42,0.84,-0.00,-0.02,-0.01,1007.44
0.57,0.24,-0.41,0.83,0.03,-0.01,-0.02,1007.44
0.669,0.23,-0.41,0.84,-0.02,-0.01,-0.01,1007.25
0.751,0.24,-0.42,0.84,0.01,-0.00,-0.01,1007.25
0.854,0.23,-0.42,0.84,0.01,0.01,0.00,1007.44
0.897,0.22,-0.42,0.85,0.04,-0.01,0.01,1007.46
1.019,0.17,-0.43,0.88,0.02,0.16,0.06,1007.33
1.128,0.17,-0.48,0.91,-0.02,0.20,0.13,1007.33
1.164,0.14,-0.44,0.85,-0.02,0.34,0.21,1007.33
1.238,0.16,-0.48,0.84,-0.01,0.33,0.33,1007.58
1.318,0.20,-0.50,0.85,-0.02,0.15,0.23,1007.43
1.435,0.19,-0.45,0.87,-0.10,0.16,0.06,1007.46
1.511,0.14,-0.39,0.84,-0.18,0.02,0.08,1007.37
1.6,0.10,-0.38,0.81,0.16,0.00,0.08,1007.43
1.622,0.08,-0.46,0.80,0.16,0.00,0.08,1007.43
1.759,0.08,-0.46,0.80,0.07,-0.12,0.32,1007.43
1.83,0.10,-0.45,0.86,-0.21,-0.03,0.20,1007.43
1.926,0.13,-0.46,0.89,-0.21,-0.03,0.20,1007.31
1.999,0.14,-0.47,0.89,0.01,-0.06,-0.14,1007.40
2.069,0.08,-0.43,0.84,-0.05,0.03,-0.19,1007.31
2.167,0.06,-0.40,0.84,0.07,0.20,-0.27,1007.42
2.251,0.06,-0.40,0.84,0.07,0.20,-0.27,1007.39
2.315,0.09,-0.57,0.78,0.10,-0.09,-0.04,1007.36
2.419,0.09,-0.56,0.79,-0.28,-0.43,0.15,1007.39
2.496,0.12,-0.52,0.90,-0.18,-0.05,0.08,1007.36
2.563,0.10,-0.49,0.92,-0.01,0.25,0.35,1007.37
2.666,0.13,-0.43,0.96,-0.08,0.39,-0.29,1007.35
2.745,0.06,-0.38,0.89,0.31,0.49,-0.81,1007.45
2.838,-0.03,-0.38,0.62,0.81,0.03,-1.19,1007.41
2.941,0.25,-0.52,0.59,0.84,-1.80,-1.58,1007.50
2.981,0.58,-0.57,0.67,-0.20,-3.74,0.71,1007.52
3.082,0.73,-0.68,0.65,-0.20,-3.74,0.71,1007.52
3.17,0.63,-0.80,0.82,-1.21,-0.28,1.39,1007.36
3.259,0.58,-0.64,0.66,-1.15,1.38,1.96,1007.50
3.36,0.37,-0.63,0.73,-0.55,0.65,0.77,1007.37
3.399,0.28,-0.65,0.77,0.72,1.05,0.04,1007.48
3.509,0.12,-0.54,0.64,0.73,1.08,-0.44,1007.53
3.582,0.12,-0.54,0.64,1.40,0.80,-0.39,1007.49
3.634,0.04,-0.43,0.61,1.46,-0.98,-2.38,1007.37
3.749,0.33,-0.42,0.95,2.35,-0.31,0.65,1007.46
3.856,0.24,-0.65,0.70,-0.90,-1.21,-0.17,1007.47
3.89,0.32,-0.32,0.82,1.34,-1.21,-1.79,1007.45
3.89,0.32,-0.32,0.82,1.34,-1.21,-1.79,1007.45
4.206,0.40,-0.39,0.77,1.34,-1.21,-1.79,1007.45
4.206,0.40,-0.39,0.77,1.34,-1.21,-1.79,1007.45
4.257,0.80,-0.61,0.62,-0.89,-2.00,1.83,1007.54
4.321,0.68,-0.78,0.58,-0.92,1.90,2.80,1007.44
4.441,0.32,-0.71,0.66,1.12,2.17,1.21,1007.37
4.539,0.25,-0.65,0.70,0.61,1.03,1.04,1007.54
4.573,0.17,-0.65,0.69,1.13,0.64,0.21,1007.50
4.661,0.09,-0.62,0.69,0.52,0.42,-0.19,1007.43
4.748,0.16,-0.58,0.74,1.02,0.37,-0.72,1007.45
4.856,0.02,-0.46,0.70,1.19,0.21,-0.94,1007.57
4.9,0.19,-0.45,0.76,1.87,-0.31,-2.06,1007.48
4.965,0.33,-0.33,0.77,1.21,-1.75,-1.98,1007.46
5.079,0.39,-0.41,0.72,1.35,-2.19,0.69,1007.57
5.165,0.74,-0.58,0.59,-0.88,-2.17,0.84,1007.58
5.248,0.74,-0.58,0.59,-1.39,-0.45,0.55,1007.45
5.344,0.80,-0.61,0.59,-1.39,-0.45,0.55,1007.45
5.445,0.73,-0.76,0.70,-0.79,2.44,2.84,1007.45
5.527,0.44,-0.63,0.59,-1.02,0.52,1.07,1007.45
5.569,0.22,-0.58,0.71,1.33,1.92,0.27,1007.38
5.665,0.19,-0.63,0.69,0.27,0.62,-0.11,1007.38
5.756,0.14,-0.60,0.70,0.54,0.61,-1.14,1007.44
5.844,0.10,-0.60,0.72,0.91,-0.51,-1.85,1007.51
5.915,0.01,-0.49,0.69,1.37,-2.07,-2.99,1007.39
5.989,0.43,-0.48,0.70,1.36,-2.13,-0.77,1007.37
6.079,0.43,-0.48,0.70,-0.56,-2.17,0.34,1007.37
6.133,0.62,-0.58,0.57,-0.63,-1.73,0.43,1007.46
6.133,0.62,-0.58,0.57,-0.63,-1.73,0.43,1007.46
6.397,0.62,-0.58,0.57,-0.95,-1.23,0.75,1007.46
6.407,0.72,-0.80,0.58,-0.09,1.83,2.42,1007.44
6.514,0.47,-0.73,0.50,-0.63,2.19,-0.12,1007.39
6.566,0.19,-0.67,0.59,1.23,0.74,0.18,1007.37
6.707,0.19,-0.67,0.59,1.23,0.74,0.18,1007.39
6.77,0.07,-0.60,0.72,1.26,1.03,-1.12,1007.46
6.869,0.09,-0.54,0.75,1.34,0.44,-1.40,1007.30
6.915,0.10,-0.35,0.70,1.24,-2.36,-3.53,1007.35
6.995,0.46,-0.50,0.66,1.71,-3.28,-0.44,1007.41
7.075,0.60,-0.59,0.60,-0.70,-3.12,0.87,1007.44
7.168,0.73,-0.57,0.63,-0.76,-0.68,0.31,1007.38
7.249,0.70,-0.68,0.55,-0.56,0.11,0.10,1007.41
7.34,0.70,-0.68,0.55,-0.38,-0.71,1.90,1007.41
7.393,0.80,-0.85,0.73,-0.41,2.33,3.56,1007.44
7.496,0.62,-0.59,0.68,1.21,0.64,1.15,1007.38
7.567,0.27,-0.65,0.64,-0.09,0.49,0.47,1007.44
7.672,0.25,-0.63,0.67,0.20,0.19,-0.07,1007.34
7.739,0.21,-0.65,0.65,0.46,0.38,-0.36,1007.45
7.868,0.17,-0.65,0.69,0.58,0.33,-0.79,1007.52
7.903,0.18,-0.59,0.67,1.56,-0.91,-2.96,1007.36
7.99,0.40,-0.48,0.75,1.58,-1.40,-2.36,1007.34
8.089,0.50,-0.62,0.58,1.18,-1.42,-0.23,1007.47
8.163,0.56,-0.65,0.53,-0.70,-1.94,1.34,1007.35
8.262,0.67,-0.64,0.50,-0.70,-1.94,1.34,1007.39
8.302,0.77,-0.67,0.52,-0.71,-0.54,1.17,1007.36
