time,x,y,z,gx,gy,gz,barometer
0.084,0.44,-0.53,0.71,0.49,0.06,-0.03,1007.44
0.146,0.44,-0.51,0.73,-0.03,-0.00,0.02,1007.46
0.262,0.46,-0.52,0.73,-0.00,-0.04,-0.01,1007.50
0.314,0.45,-0.53,0.71,0.05,0.06,-0.04,1007.37
0.409,0.44,-0.53,0.71,0.03,-0.04,0.02,1007.45
0.513,0.45,-0.52,0.71,0.05,-0.04,-0.03,1007.44
0.589,0.44,-0.53,0.71,0.05,-0.04,-0.03,1007.50
0.662,0.44,-0.52,0.71,0.05,-0.01,0.00,1007.45
0.771,0.43,-0.52,0.71,-0.01,-0.01,-0.02,1007.46
0.812,0.45,-0.53,0.70,0.06,0.02,-0.03,1007.44
0.919,0.47,-0.54,0.71,-0.09,-0.47,0.91,1007.51
1.009,0.41,-0.57,0.67,-0.05,-0.93,1.02,1007.39
1.079,0.45,-0.57,0.62,0.11,-0.97,0.70,1007.38
1.169,0.49,-0.60,0.58,-0.04,-1.34,0.50,1007.38
1.226,0.50,-0.49,0.55,-0.07,-1.99,0.21,1007.38
1.323,0.85,-0.55,0.37,-0.89,-1.52,-1.27,1007.37
1.421,0.97,-0.51,0.34,-2.04,1.76,-1.54,1007.48
1.49,0.76,-0.44,0.44,0.88,3.54,-2.03,1007.55
1.545,0.71,-0.43,0.48,-1.17,1.56,-1.86,1007.46
1.651,0.93,-0.41,0.71,0.28,3.51,0.15,1007.56
1.721,0.72,-0.30,0.65,0.20,2.47,1.40,1007.42
1.816,0.44,-0.32,0.77,-0.71,0.97,1.28,1007.45
1.816,0.44,-0.32,0.77,-0.71,0.97,1.28,1007.45
2.071,0.44,-0.32,0.77,-0.09,0.74,1.65,1007.45
2.083,0.22,-0.50,0.72,-1.05,-1.60,2.06,1007.41
2.182,0.34,-0.51,0.73,-0.70,-1.49,0.56,1007.43
2.248,0.20,-0.44,0.58,0.63,-2.33,0.45,1007.46
2.311,0.64,-0.63,0.52,-2.57,-1.31,-1.89,1007.47
2.385,1.02,-0.64,0.39,-0.37,1.45,-0.53,1007.49
2.498,0.77,-0.47,0.41,-0.39,1.41,-1.94,1007.40
2.568,0.85,-0.52,0.49,-0.33,0.67,-1.71,1007.34
2.649,0.75,-0.40,0.60,0.41,2.42,-0.57,1007.35
2.757,0.44,-0.45,0.69,0.92,2.99,1.31,1007.50
2.829,0.30,-0.44,0.69,-0.93,1.02,1.65,1007.43
2.914,0.19,-0.50,0.68,-0.62,-1.93,2.17,1007.37
2.995,0.29,-0.60,0.64,-0.88,-1.80,1.39,1007.44
3.102,0.39,-0.54,0.62,-1.03,-1.98,1.02,1007.37
3.185,0.38,-0.54,0.55,0.05,-1.26,-0.11,1007.31
3.248,0.56,-0.61,0.48,-1.41,-2.23,-1.82,1007.42
