time,x,y,z,gx,gy,gz,barometer
0.232,0.34,-0.52,0.77,-0.00,-0.01,-0.01,1007.36
0.501,0.34,-0.52,0.76,0.02,0.00,-0.01,1007.38
0.721,0.32,-0.60,0.78,-0.22,-0.21,-0.31,1007.32
1.036,-0.23,-0.68,0.91,-1.56,0.81,-1.02,1007.37
1.247,0.73,-0.22,0.57,0.42,-0.40,-1.52,1007.33
1.454,0.36,-0.44,0.80,-0.74,0.55,-0.07,1007.45
1.74,0.31,-0.50,0.80,0.07,-0.01,-0.20,1007.37
1.991,0.45,-0.75,0.86,-0.31,-4.07,-1.56,1007.39
2.235,-0.10,-0.93,0.54,-0.04,1.16,3.31,1007.35
2.536,1.51,-0.43,0.82,0.35,0.32,0.13,1007.39
2.72,0.77,-0.60,0.67,4.09,-0.53,0.04,1007.33
3.012,0.30,-0.49,0.80,0.06,-0.20,-0.35,1007.47
3.232,0.39,-0.68,0.90,-0.65,-6.66,-2.91,1007.39
3.505,0.26,-0.82,0.52,-0.37,1.75,4.86,1007.39
3.722,1.53,-0.13,0.34,-0.99,-0.07,-0.13,1007.41
4.07,1.53,-0.13,0.34,-0.99,-0.07,-0.13,1007.27
4.25,0.29,-0.53,0.81,0.10,-0.68,-0.75,1007.42
4.509,1.20,-1.13,1.22,-1.50,0.28,-5.41,1007.36
4.75,0.25,-0.46,0.91,-2.09,2.45,3.74,1007.45
4.95,1.76,0.11,0.59,-0.06,0.80,1.14,1007.36
5.248,0.26,-0.58,0.68,0.60,0.12,-0.06,1007.35
5.515,0.29,-0.53,0.82,-0.06,-1.17,-0.69,1007.43
5.765,0.50,-1.54,0.86,-2.82,1.80,-0.60,1007.45
6.001,1.26,-0.52,1.01,-1.83,2.59,3.70,1007.32
6.358,1.26,-0.52,1.01,-1.83,2.59,3.70,1007.41
6.49,0.33,-0.53,0.74,-0.17,-0.02,0.02,1007.38
6.739,0.30,-0.60,0.73,-0.07,0.05,-0.08,1007.38
6.986,0.34,-0.59,0.67,-4.42,2.81,-3.72,1007.45
7.275,0.34,-0.44,0.85,0.28,1.87,-1.26,1007.26
7.47,0.04,-1.24,0.90,-0.68,-0.55,-1.78,1007.43
7.75,0.31,-0.55,0.77,0.02,0.00,-0.04,1007.42
7.966,0.28,-0.54,0.81,0.07,-0.49,-0.74,1007.38
8.262,0.47,-1.44,1.03,-2.56,0.73,-0.08,1007.30
8.629,0.02,-0.96,0.46,-2.56,0.73,-0.08,1007.22
8.753,1.33,-0.10,0.46,-0.86,-0.58,-1.44,1007.41
9.022,0.37,-0.66,0.70,0.29,-0.03,-0.03,1007.47
9.277,0.36,-0.51,0.74,0.03,-0.35,-0.52,1007.39
9.499,0.01,-1.41,0.99,-4.09,-0.67,-0.90,1007.57
9.779,1.01,-1.25,0.31,1.76,1.67,5.41,1007.38
10.001,1.08,-0.28,0.61,0.76,0.20,-1.51,1007.35
10.235,0.42,-0.54,0.79,0.07,-0.00,-0.08,1007.47
10.491,0.31,-0.51,0.78,0.09,0.01,-0.33,1007.41
10.847,0.28,-0.56,0.86,0.06,-0.20,-0.26,1007.41
11.017,0.97,-0.87,1.10,-1.53,2.46,4.36,1007.48
11.247,-0.00,-0.58,0.71,0.10,-0.71,-3.84,1007.29
11.499,0.31,-0.51,0.78,0.05,0.06,-0.14,1007.36
11.774,0.32,-0.55,0.89,-0.05,-0.73,-0.69,1007.34
12.007,0.01,-1.21,0.52,-2.31,2.74,-0.65,1007.41
12.276,0.75,-0.80,0.81,-0.89,2.57,4.20,1007.37
12.499,0.90,-0.30,0.29,6.10,-0.24,-0.64,1007.35
12.741,0.32,-0.51,0.77,0.05,0.04,-0.06,1007.43
13.143,0.32,-0.51,0.77,0.04,0.10,-0.12,1007.47
13.232,0.39,-0.59,0.66,-4.84,3.71,-3.20,1007.53
13.501,0.23,-0.51,0.95,-1.43,2.51,-1.11,1007.36
13.781,0.53,-0.60,0.80,-0.53,-2.29,-2.03,1007.45
13.983,0.34,-0.53,0.78,0.07,-0.00,-0.02,1007.37
14.279,0.32,-0.47,0.81,0.01,-0.42,-0.38,1007.44
14.49,1.26,-1.37,0.87,-0.49,-5.37,-2.09,1007.38
14.75,0.57,-0.84,1.03,-1.44,2.55,4.36,1007.51
14.973,1.30,-0.45,0.18,0.68,1.17,-4.34,1007.46
15.4,0.30,-0.60,0.19,2.38,2.06,-1.06,1007.36
15.499,0.46,-0.49,0.78,-0.14,-2.26,-1.06,1007.30
15.778,-0.15,-1.12,0.97,-4.85,1.83,-0.67,1007.45
15.965,0.92,-1.14,0.43,-0.61,1.16,3.80,1007.36
16.242,1.05,-0.43,-0.55,-0.05,1.58,0.31,1007.35
16.506,0.34,-0.50,0.77,0.07,0.07,-0.18,1007.42
16.724,0.34,-0.50,0.80,-0.04,-0.97,-0.62,1007.22
16.999,-0.05,-1.22,0.68,-7.93,0.54,-1.24,1007.43
17.275,1.06,-0.80,1.12,-1.47,2.93,4.08,1007.55
17.663,1.37,-0.53,1.00,0.52,-0.01,1.75,1007.50
17.756,0.34,-0.48,0.79,0.09,-0.02,-0.19,1007.49
17.98,0.46,-0.47,0.69,-0.17,-1.85,-0.98,1007.47
18.252,-0.08,-0.90,0.30,3.81,2.84,0.64,1007.44
18.492,1.03,-0.53,0.96,-1.59,1.47,3.05,1007.49
18.752,0.35,-0.21,0.90,-0.47,-2.30,-3.82,1007.38
18.953,0.37,-0.47,0.78,0.15,0.07,-0.01,1007.48
19.24,0.35,-0.45,0.79,0.03,-0.16,-0.08,1007.35
19.542,0.54,-0.63,0.52,-0.36,0.10,-2.43,1007.46
19.568,0.42,-0.72,0.48,-2.17,3.37,-3.31,1007.38
20.0,0.33,-0.53,0.74,-1.43,2.20,-2.30,1007.26
20.236,0.34,-0.51,0.63,0.09,-0.09,0.07,1007.23
20.526,0.40,-0.57,0.75,0.15,-0.20,-0.22,1007.41
20.746,0.34,-0.53,0.84,-0.13,-2.76,-1.54,1007.49
21.03,-0.10,-0.81,0.60,-0.21,0.38,2.78,1007.38
21.247,1.06,-0.32,0.88,0.96,0.39,0.56,1007.40
21.47,0.44,-0.03,0.38,2.75,-2.94,0.87,1007.45
21.758,0.35,-0.52,0.73,-0.09,0.01,0.09,1007.41
21.853,0.36,-0.54,0.77,0.10,-0.12,-0.14,1007.33
22.24,0.36,-0.62,0.71,0.81,-1.05,-1.08,1007.40
22.49,0.48,-0.99,0.63,-0.24,0.92,2.77,1007.43
22.783,0.82,-0.43,0.80,-0.75,-0.46,1.23,1007.44
22.975,0.13,-0.61,0.49,1.21,-0.35,-0.25,1007.36
23.261,0.36,-0.53,0.76,-0.00,0.00,-0.02,1007.51
23.499,0.37,-0.50,0.77,-0.02,0.06,0.14,1007.32
23.775,-0.27,-0.80,0.63,-2.92,-2.25,-0.52,1007.53
24.002,0.72,-0.85,0.68,-0.22,1.42,2.52,1007.40
24.41,0.95,-0.46,0.80,-0.32,1.50,1.71,1007.18
24.5,0.35,-0.57,0.76,1.08,-0.35,-0.24,1007.36
24.76,0.43,-0.50,0.74,0.09,-0.16,0.13,1007.40
24.988,-0.76,-1.45,1.00,-8.12,-1.31,-0.85,1007.41
25.25,0.99,-0.61,0.80,-0.09,0.89,1.64,1007.44
25.506,0.28,-0.70,0.81,2.26,-0.76,-0.79,1007.36
25.765,0.34,-0.56,0.76,0.40,-0.09,-0.24,1007.47
26.022,0.46,-0.73,0.64,-0.18,-0.05,-0.22,1007.52
26.27,-0.06,-0.79,0.40,1.62,-0.47,-0.42,1007.40
26.654,0.47,-0.94,0.57,-1.34,0.78,3.10,1007.42
26.775,0.38,-0.75,0.79,0.91,-1.06,0.39,1007.43
27.012,0.39,-0.49,0.77,0.46,-0.13,-0.23,1007.51
27.251,0.40,-0.56,0.74,0.07,-0.03,-0.10,1007.56
27.498,0.09,-1.16,1.14,-3.16,4.98,-2.62,1007.46
27.725,0.33,-0.50,0.83,-0.64,1.55,-0.50,1007.39
27.99,0.31,-0.67,0.90,1.42,0.04,0.16,1007.40
28.27,0.42,-0.47,0.79,0.03,0.02,0.02,1007.52
28.506,0.40,-0.53,0.74,-0.06,0.70,-0.59,1007.57
28.57,0.46,-0.48,0.69,-0.55,1.01,-0.98,1007.42
28.986,0.35,-0.56,0.72,0.05,0.10,-0.13,1007.38
29.24,0.35,-0.51,0.77,0.03,-0.06,-0.00,1007.46
29.506,0.35,-0.50,0.75,-0.05,-0.05,-0.03,1007.46
29.73,0.36,-0.50,0.75,0.07,0.27,-0.01,1007.51
